geo_fips,rent_burden
6037101110,0.549689441
6037101122,0.706395349
6037101220,0.535433071
6037101221,0.663157895
6037101222,0.651960784
6037101300,0.252066116
6037101400,0.839793282
6037102103,0.728
6037102104,0.321799308
6037102105,0.633466135
6037102107,0.753846154
6037103101,0.563636364
6037103102,0.781395349
6037103201,0.660249151
6037103202,1
6037103300,0.738095238
6037103401,0.34057971
6037103402,0.315789474
6037104103,0.630057803
6037104105,0.704724409
6037104108,0.562414266
6037104124,0.468531469
6037104201,0.696808511
6037104203,0.761802575
6037104204,0.542635659
6037104310,0.554054054
6037104321,0.709302326
6037104322,0.775
6037104401,0.639405204
6037104403,0.666666667
6037104404,0.545454545
6037104500,0.781690141
6037104610,0.745247148
6037104620,0.52360515
6037104701,0.586956522
6037104703,0.454022989
6037104704,0.694235589
6037104821,0.516209476
6037104822,0.698198198
6037104823,0.758169935
6037104824,0.584070796
6037106010,0.603864734
6037106020,0.610909091
6037106111,0.542056075
6037106112,0.337278107
6037106113,0.661016949
6037106114,0.599517491
6037106403,0.8125
6037106405,0.443037975
6037106406,0.497311828
6037106407,0.829411765
6037106408,0.527093596
6037106510,0.711711712
6037106520,0.613152805
6037106603,0.769230769
6037106604,0.690225564
6037106641,0.945054945
6037106642,0.711111111
6037106643,0.159090909
6037106645,0.9375
6037106646,0.433962264
6037106648,0.553872054
6037106649,0.708955224
6037107010,0.494252874
6037107020,0.713432836
6037108101,0.245614035
6037108102,0.404761905
6037108103,0.903225806
6037108104,0.085714286
6037108202,0.821428571
6037108203,0.709302326
6037108204,0.606557377
6037109100,0.795652174
6037109200,0.3
6037109300,0.63
6037109400,0.481927711
6037109500,0.561933535
6037109601,0.810126582
6037109603,0.6812749
6037109604,0.585714286
6037109700,0.597101449
6037109800,0.39953271
6037111100,0.36196319
6037111201,0.532846715
6037111202,0.315568022
6037111204,0.282296651
6037111205,0.520930233
6037111206,0.835051546
6037111302,0.669593853
6037111303,0.73280943
6037111304,0.597674419
6037111401,0.795238095
6037111402,0.652745995
6037113101,0.421428571
6037113102,0.225806452
6037113211,0.565420561
6037113212,0.471604938
6037113213,0.566724437
6037113231,0.353383459
6037113232,0.501628664
6037113234,0.423503326
6037113235,0.595121951
6037113237,0.457593688
6037113238,0.522374429
6037113239,0.922818792
6037113301,0.831683168
6037113303,0.6367713
6037113322,0.598465473
6037113323,0.597169811
6037113324,0.218678815
6037113423,0.615658363
6037113424,0.657807309
6037113425,0.705882353
6037113426,0.620218579
6037113427,0.559398496
6037113428,0.774390244
6037115101,0.504545455
6037115103,0
6037115104,0.676880223
6037115202,0.707638279
6037115203,0.497607656
6037115204,0.465245598
6037115301,0.487684729
6037115302,0.654269972
6037115401,0.654281099
6037115403,0.556291391
6037115404,0.577565632
6037117101,0.6
6037117102,0.664921466
6037117201,0.747858017
6037117202,0.653136531
6037117301,0.534979424
6037117302,0.631884058
6037117303,0.836538462
6037117404,0.689230769
6037117405,0.658163265
6037117407,0.709580838
6037117408,0.718699187
6037117510,0.682648402
6037117520,0.707792208
6037117530,0.599854757
6037119001,0.465608466
6037119003,0.335365854
6037119004,0.604651163
6037119201,0.534246575
6037119202,0.491666667
6037119310,0.652329749
6037119320,0.461709212
6037119340,0.696881092
6037119341,0.667315175
6037119342,0.736180905
6037119400,0.662162162
6037119700,0.408510638
6037119801,0.51754386
6037119802,0.516393443
6037119900,0.689922481
6037120010,0.603104213
6037120020,0.640926641
6037120030,0.592203898
6037120103,0.709923664
6037120104,0.670375522
6037120105,0.663398693
6037120106,0.730769231
6037120107,0.663542643
6037120108,0.58172043
6037120300,0.723790323
6037120400,0.515681984
6037121010,0.628099174
6037121020,0.696759259
6037121101,0.471304348
6037121102,0.533333333
6037121210,0.54887218
6037121221,0.324324324
6037121222,0.516739447
6037121600,0.496732026
6037121801,0.73897497
6037121802,0.545454545
6037121900,0.505376344
6037122000,0.642990654
6037122120,0.499032882
6037122121,0.714285714
6037122122,0.79002079
6037122200,0.753554502
6037122410,0.516427105
6037122420,0.66557377
6037123010,0.817236256
6037123020,0.546031746
6037123103,0.55489022
6037123104,0.53928225
6037123203,0.644107351
6037123204,0.572992701
6037123205,0.674836601
6037123206,0.652733119
6037123301,0.684989429
6037123303,0.555926544
6037123304,0.736998514
6037123410,0.712328767
6037123420,0.591911765
6037123510,0.673758865
6037123520,0.692963753
6037123601,0.646690519
6037123602,0.702857143
6037123700,0.513978495
6037123800,0.430232558
6037123901,0.631111111
6037123902,0.48733234
6037124000,0.522123894
6037124102,0.720519963
6037124103,0.680107527
6037124104,0.636363636
6037124105,0.541076487
6037124201,0.611788618
6037124203,0.626134301
6037124204,0.481770833
6037124300,0.69704142
6037124400,0.398075241
6037124500,0.567241379
6037124600,0.666262136
6037124700,0.496448864
6037124902,0.620559335
6037124903,0.482673267
6037125101,0.507168459
6037125102,0.569593148
6037125200,0.602664577
6037125310,0.604166667
6037125321,0.697545527
6037125322,0.727740986
6037125402,0.61310649
6037125403,0.588135593
6037125404,0.617514488
6037125501,0.54129077
6037125502,0.569899666
6037125600,0.5968
6037127102,0.693811075
6037127103,0.432567433
6037127104,0.761758691
6037127210,0.525887574
6037127220,0.660185968
6037127300,0.647887324
6037127400,0.512875536
6037127520,0.581118881
6037127603,0.635910224
6037127604,0.613545817
6037127605,0.696088265
6037127606,0.627345845
6037127711,0.480739599
6037127712,0.679669917
6037127803,0.659305994
6037127804,0.683903253
6037127805,0.595959596
6037127806,0.659428571
6037127910,0.667269439
6037127920,0.728100114
6037128101,0.62037037
6037128102,0.540540541
6037128210,0.678641411
6037128220,0.60653753
6037128302,0.662267081
6037128303,0.697761194
6037128400,0.667546174
6037128500,0.434966216
6037128601,0.568914956
6037128602,0.571428571
6037128703,0.635019455
6037128704,0.453367876
6037128801,0.597677596
6037128802,0.410493827
6037128910,0.547826087
6037131021,0.653846154
6037131022,0.6359447
6037131023,0.626728111
6037131024,0.43960396
6037131100,0.806722689
6037131200,0.817869416
6037131300,0.672077922
6037131400,0.651256281
6037131600,0.422680412
6037131701,0.442622951
6037131702,0.78961039
6037131801,0.619161677
6037131802,0.638297872
6037131900,0.442367601
6037132001,0.538975501
6037132002,0.62295082
6037132101,0.548793284
6037132102,0.75862069
6037132301,0.507836991
6037132302,0.556917688
6037132501,0.545833333
6037132502,0.724584104
6037132700,0.696255201
6037132900,0.760344828
6037133000,0.42746114
6037133101,0.483739837
6037133102,0.620501636
6037134001,0.633165829
6037134002,0.581920904
6037134101,0.71890971
6037134103,0.694852941
6037134104,0.644412192
6037134201,0.609665428
6037134302,0.669354839
6037134303,0.43129771
6037134304,0.802985075
6037134305,0.610344828
6037134306,0.637900356
6037134421,0.85443038
6037134422,0.544169611
6037134423,0.782208589
6037134424,0.763636364
6037134520,0.678244973
6037134521,0.633693972
6037134522,0.664359862
6037134710,0.696721311
6037134720,0.713942308
6037134801,0.770588235
6037134802,0.683486239
6037134901,0.685929648
6037134904,0.613861386
6037134905,0.586161305
6037134906,0.495137047
6037134907,0.530678851
6037135102,0.286666667
6037135111,0.260032103
6037135113,0.426724138
6037135115,0.653026428
6037135116,0.487124464
6037135201,0.672222222
6037135202,0.811764706
6037135204,0.545454545
6037135205,0.352112676
6037137000,0.557029178
6037137103,0.666396761
6037137104,0.182481752
6037137202,0.439241918
6037137203,0.404984424
6037137301,0.541666667
6037137302,0.690789474
6037137401,0.25095057
6037137402,0.75
6037137501,0.54107425
6037137502,0.741935484
6037137504,0.333333333
6037138000,0.476489028
6037139001,0.436014625
6037139200,0.654455446
6037139301,0.782608696
6037139302,0.564462258
6037139303,0.663297536
6037139401,0.680693069
6037139402,0.455357143
6037139502,0.658198614
6037139504,0.615677321
6037139505,0.737552743
6037139506,0.638772664
6037139600,0.408588957
6037139701,0.54875717
6037139703,0.534883721
6037139704,0.773480663
6037139705,0
6037139801,0.76744186
6037139802,0.447154472
6037141101,0.609063444
6037141102,0.509561305
6037141201,0.53282975
6037141202,0.524358974
6037141303,0.542713568
6037141304,0.525
6037141305,0.592592593
6037141306,0.531355932
6037141400,0.673135853
6037141500,0
6037141600,0.441048035
6037141700,0.157894737
6037143101,0.437810945
6037143102,0.585390947
6037143200,0.676966292
6037143301,0.510655738
6037143302,0.466970387
6037143401,0.526442308
6037143402,0.447191011
6037143500,0.47826087
6037143602,0.553636364
6037143603,0.547854785
6037143605,0.599051008
6037143606,0.369542066
6037143700,0.653021442
6037143801,0.238698011
6037143802,0.40797546
6037143901,0.593939394
6037143902,0.52979066
6037181000,0.608033241
6037181300,0.45060241
6037181400,0.332439678
6037181500,0.5075
6037181600,0.432478632
6037183101,0.491735537
6037183103,0.385214008
6037183104,0.319838057
6037183220,0.407407407
6037183221,0.56496063
6037183222,0.387917329
6037183300,0.444615385
6037183401,0.625615764
6037183402,0.465538089
6037183510,0.631313131
6037183520,0.484693878
6037183610,0.668665667
6037183620,0.422867514
6037183701,0.595070423
6037183702,0.31358885
6037183810,0.418060201
6037183820,0.336215178
6037185101,0.374277457
6037185102,0.721875
6037185202,0.485955056
6037185203,0.415492958
6037185204,0.417475728
6037185310,0.386925795
6037185320,0.648496241
6037186100,0.428940568
6037186201,0.412677878
6037186202,0.524934383
6037186203,0.543859649
6037186301,0.596252129
6037186302,0.551428571
6037186401,0.516
6037186403,0.44989339
6037186404,0.556149733
6037187101,0.476666667
6037187102,0.689370485
6037187200,0.551181102
6037187300,0.451336898
6037188100,0.6171875
6037188201,0.419853539
6037188202,0.65
6037188300,0.27672956
6037189101,0.444678609
6037189102,0.380384361
6037189201,0.506909548
6037189202,0.427640156
6037189300,0.661764706
6037189400,0.385915493
6037189501,0.458015267
6037189502,0.527612574
6037189600,0.479782271
6037189702,0.545454545
6037189703,0.701265823
6037189704,0.562711864
6037189801,0.429015544
6037189802,0.44077135
6037189903,0.493138152
6037189904,0.662402274
6037189905,0.555041628
6037189906,0.517638037
6037189907,0.53189911
6037190101,0.711779449
6037190102,0.538880249
6037190201,0.613749114
6037190202,0.599461159
6037190302,0.663690476
6037190303,0.537322275
6037190401,0.521578298
6037190402,0.508156607
6037190510,0.588714734
6037190520,0.488824802
6037190701,0.560686016
6037190702,0.5390625
6037190801,0.534129693
6037190802,0.541501976
6037190901,0.534821429
6037190902,0.424326192
6037191000,0.540120184
6037191110,0.569969356
6037191120,0.609673025
6037191201,0.602603844
6037191203,0.563636364
6037191204,0.49845679
6037191301,0.492287918
6037191302,0.488857939
6037191410,0.487528345
6037191420,0.548353909
6037191500,0.542995839
6037191610,0.572593801
6037191620,0.639498433
6037191710,0.647526502
6037191720,0.56627451
6037191810,0.716354344
6037191820,0.531914894
6037191901,0.550977285
6037191902,0.656862745
6037192001,0.624691358
6037192002,0.489169675
6037192300,0.652513966
6037192410,0.401877133
6037192420,0.626778243
6037192510,0.677125506
6037192520,0.537716263
6037192610,0.683197631
6037192620,0.684831971
6037192700,0.512676056
6037194101,0.65034965
6037194102,0.515267176
6037194200,0.511530398
6037194300,0.496503497
6037194401,0.429752066
6037194402,0.63670412
6037194500,0.544626594
6037195100,0.47995283
6037195201,0.383292383
6037195202,0.421607378
6037195300,0.498144712
6037195400,0.44491169
6037195500,0.258339248
6037195600,0.560096154
6037195710,0.647492625
6037195720,0.546546547
6037195802,0.597256858
6037195803,0.466498104
6037195804,0.260303688
6037195901,0.518363064
6037195902,0.409589041
6037195903,0.521088435
6037197200,0.456666667
6037197300,0.376733436
6037197410,0.31005291
6037197420,0.444958372
6037197500,0.400148478
6037197600,0.500740741
6037197700,0.596252129
6037199001,0.6384
6037199002,0.567839196
6037199110,0.299382716
6037199120,0.558985667
6037199201,0.50982801
6037199202,0.528037383
6037199300,0.455516014
6037199400,0.46852518
6037199700,0.635602094
6037199801,0.655430712
6037199802,0.542929293
6037199900,0.578417266
6037201110,0.686192469
6037201120,0.500650195
6037201200,0.602373887
6037201301,0.416195857
6037201302,0.451438849
6037201401,0.773413897
6037201402,0.568848758
6037201501,0.49187935
6037201503,0.444771723
6037201504,0.503846154
6037201601,0.589225589
6037201602,0.344023324
6037201700,0.495987159
6037203100,0.518254675
6037203200,0.519955654
6037203300,0.485804416
6037203500,0.596066566
6037203601,0.683908046
6037203602,0.53125
6037203710,0.532467532
6037203720,0.565807327
6037203800,0.64871481
6037203900,0.446952596
6037204110,0.541755889
6037204120,0.450097847
6037204200,0.465629053
6037204300,0.501094092
6037204410,0.482352941
6037204420,0.52638191
6037204600,0.656662665
6037204700,0.480672269
6037204810,0.683146067
6037204820,0.75
6037204910,0.498113208
6037204920,0.38952164
6037205110,0.594594595
6037205120,0.55216285
6037206010,0.480349345
6037206020,0.389312977
6037206050,0.47148289
6037206051,0.470852018
6037206052,0.418742586
6037206053,0.561072493
6037206054,0.586397059
6037206201,0.567137809
6037206202,0.444219067
6037206301,0.418604651
6037206302,0.456418384
6037206303,0.507154213
6037207101,0.588163514
6037207102,0.521611722
6037207103,0.586636467
6037207303,0.512426036
6037207304,0.420828258
6037207305,0.448076923
6037207306,0.457973291
6037207307,0.374677003
6037207308,0.431421446
6037207400,0.617166213
6037207501,0.470643057
6037207502,0.566037736
6037207711,0.346049046
6037207712,0.504301516
6037207901,0.519083969
6037207902,0.406694561
6037208001,0.640107431
6037208002,0.587443946
6037208301,0.401851852
6037208302,0.518590998
6037208401,0.468705548
6037208402,0.507713885
6037208501,0.472556894
6037208502,0.531420765
6037208610,0.436101083
6037208620,0.546275395
6037208710,0.440677966
6037208720,0.524489796
6037208801,0.613619541
6037208802,0.603633917
6037208902,0.709302326
6037208903,0.564935065
6037208904,0.500369004
6037209103,0.657374101
6037209104,0.532574974
6037209105,0.626822157
6037209106,0.575393154
6037209201,0.654599407
6037209202,0.685053381
6037209300,0.605887939
6037209401,0.424361493
6037209402,0.526361279
6037209403,0.689959294
